Id,period,POINT_X,POINT_Y,Region,WoodCover,WLrate,WoodLoss,ConsFund,ConsFund_cumm,ConsFund_r,pct_PA,PA_change,WoodChange,WoodCover_270,WoodLoss_270,pct_PA_270,PA_change_270,WoodCover_540,WoodLoss_540,pct_PA_540,PA_change_540,ConsFund_diff
173,2,-488074.4047,138698.6949,Chaco,0.574023454,0.006056732,0.014076652,0,0,0,0,0,-0.014076652,0.517362154,0.006042697,0.01708782,0,0.509271952,0.005111107,0.011392715,0,0
173,3,-488074.4047,138698.6949,Chaco,0.547475373,0.011838194,0.026548081,0,0,0,0,0,-0.026548081,0.506218017,0.011144136,0.01708782,0,0.499964131,0.009307821,0.011392715,0,0
173,4,-488074.4047,138698.6949,Chaco,0.51568081,0.014957373,0.031794563,0.005671991,0.005671991,0.000352407,0,0,-0.031794563,0.488541365,0.017676652,0.01708782,0,0.480912444,0.019051686,0.011392715,0,0.005671991
173,5,-488074.4047,138698.6949,Chaco,0.500073774,0.007683088,0.015607036,0.931414073,0.93208215,0.095838569,0,0,-0.015607036,0.454988699,0.033552665,0.01708782,0,0.455726052,0.025186393,0.011392715,0,0.925742082
173,6,-488074.4047,138698.6949,Chaco,0.495180384,0.002458382,0.00489339,0.704785264,1.101048535,0.016162098,0,0,-0.00489339,0.44743081,0.007557889,0.01708782,0,0.447033001,0.008693051,0.011392715,0,-0.226628809
173,7,-488074.4047,138698.6949,Chaco,0.493934968,0.000629561,0.001245416,NA,NA,NA,0,0,-0.001245416,0.442505597,0.004925213,0.01708782,0,0.442854953,0.004178048,0.011392715,0,NA
179,0,-218074.4047,138698.6949,Chaco,0.015004478,NA,NA,NA,NA,NA,0,NA,NA,0.390939933,NA,0,NA,0.332797548,NA,0.001621293,NA,NA
179,1,-218074.4047,138698.6949,Chaco,0.013942324,0.009177444,0.000531077,0,0,0,0,0,-0.000531077,0.364811697,0.013064118,0,0,0.313203912,0.009796818,0.001621293,0,NA
179,2,-218074.4047,138698.6949,Chaco,0.01383774,0.00188237,0.000104584,1.750122527,1.750122527,0.804941838,0.963753028,0.963753028,-0.000104584,0.344171185,0.020640512,0.204752264,0.204752264,0.298829154,0.014374758,0.111872512,0.110251219,1.750122527
179,3,-218074.4047,138698.6949,Chaco,0.012978998,0.016016783,0.000858742,0,1.750122527,0,0.963753028,0,-0.000858742,0.310438182,0.033733003,0.204752264,0,0.276924405,0.021904748,0.141431444,0.029558932,-1.750122527
179,4,-218074.4047,138698.6949,Chaco,0.012407143,0.01126504,0.000571855,0.002325317,1.750163975,0.000143953,0.963891528,0.0001385,-0.000571855,0.254401188,0.056036994,0.211254629,0.006502365,0.238403535,0.038520871,0.144932717,0.003501273,0.002325317
179,5,-218074.4047,138698.6949,Chaco,0.010822068,0.034171235,0.001585075,0.905091272,1.801351006,0.090071871,0.963891528,0,-0.001585075,0.215487633,0.038913555,0.211254629,0,0.209953674,0.028449861,0.151115377,0.00618266,0.902765955
